edition,sport,event,athlete_id
1968 Summer Olympics,Swimming,"100 metres Butterfly, Men",51605
1968 Summer Olympics,Swimming,"200 metres Butterfly, Men",51334
1968 Summer Olympics,Swimming,"200 metres Individual Medley, Men",51334
1968 Summer Olympics,Swimming,"400 metres Individual Medley, Men",47838
1968 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",45184
1968 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",50837
1968 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",50868
1968 Summer Olympics,Swimming,"100 metres Freestyle, Women",51041
1968 Summer Olympics,Swimming,"200 metres Freestyle, Women",50958
1968 Summer Olympics,Swimming,"400 metres Freestyle, Women",45098
1968 Summer Olympics,Swimming,"800 metres Freestyle, Women",49148
1968 Summer Olympics,Swimming,"100 metres Backstroke, Women",51211
1968 Summer Olympics,Swimming,"200 metres Backstroke, Women",51043
1968 Summer Olympics,Swimming,"100 metres Breaststroke, Women",51238
1968 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50735
1968 Summer Olympics,Swimming,"100 metres Butterfly, Women",51189
1968 Summer Olympics,Swimming,"200 metres Butterfly, Women",51001
1968 Summer Olympics,Swimming,"200 metres Individual Medley, Women",51055
1968 Summer Olympics,Swimming,"400 metres Individual Medley, Women",47542
1968 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",45772
1968 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",47676
1972 Summer Olympics,Swimming,"100 metres Freestyle, Men",50792
1972 Summer Olympics,Swimming,"200 metres Freestyle, Men",47867
1972 Summer Olympics,Swimming,"400 metres Freestyle, Men",51477
1972 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",51510
1972 Summer Olympics,Swimming,"100 metres Backstroke, Men",51501
1972 Summer Olympics,Swimming,"200 metres Backstroke, Men",51413
1972 Summer Olympics,Swimming,"100 metres Breaststroke, Men",51396
1972 Summer Olympics,Swimming,"200 metres Breaststroke, Men",48859
1972 Summer Olympics,Swimming,"100 metres Butterfly, Men",51395
1972 Summer Olympics,Swimming,"200 metres Butterfly, Men",51257
1972 Summer Olympics,Swimming,"200 metres Individual Medley, Men",51348
1972 Summer Olympics,Swimming,"400 metres Individual Medley, Men",48188
1972 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",47595
1972 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",50852
1972 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",45939
1972 Summer Olympics,Swimming,"100 metres Freestyle, Women",45050
1972 Summer Olympics,Swimming,"200 metres Freestyle, Women",51171
1972 Summer Olympics,Swimming,"400 metres Freestyle, Women",47554
1972 Summer Olympics,Swimming,"800 metres Freestyle, Women",48404
1972 Summer Olympics,Swimming,"100 metres Backstroke, Women",50954
1972 Summer Olympics,Swimming,"200 metres Backstroke, Women",45798
1972 Summer Olympics,Swimming,"100 metres Breaststroke, Women",45140
1972 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50735
1972 Summer Olympics,Swimming,"100 metres Butterfly, Women",48100
1972 Summer Olympics,Swimming,"200 metres Butterfly, Women",51001
1972 Summer Olympics,Swimming,"200 metres Individual Medley, Women",51224
1972 Summer Olympics,Swimming,"400 metres Individual Medley, Women",48404
1972 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47725
1972 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",47676
1976 Summer Olympics,Swimming,"100 metres Freestyle, Men",47888
1976 Summer Olympics,Swimming,"200 metres Freestyle, Men",51494
1976 Summer Olympics,Swimming,"400 metres Freestyle, Men",50882
1976 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45222
1976 Summer Olympics,Swimming,"100 metres Backstroke, Men",47595
1976 Summer Olympics,Swimming,"200 metres Backstroke, Men",51388
1976 Summer Olympics,Swimming,"100 metres Breaststroke, Men",50818
1976 Summer Olympics,Swimming,"200 metres Breaststroke, Men",51298
1976 Summer Olympics,Swimming,"100 metres Butterfly, Men",51379
1976 Summer Olympics,Swimming,"200 metres Butterfly, Men",51342
1976 Summer Olympics,Swimming,"400 metres Individual Medley, Men",50902
1976 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47338
1976 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",47859
1976 Summer Olympics,Swimming,"100 metres Freestyle, Women",49307
1976 Summer Olympics,Swimming,"200 metres Freestyle, Women",49307
1976 Summer Olympics,Swimming,"400 metres Freestyle, Women",45874
1976 Summer Olympics,Swimming,"800 metres Freestyle, Women",51234
1976 Summer Olympics,Swimming,"100 metres Backstroke, Women",45791
1976 Summer Olympics,Swimming,"200 metres Backstroke, Women",45791
1976 Summer Olympics,Swimming,"100 metres Breaststroke, Women",50713
1976 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50737
1976 Summer Olympics,Swimming,"100 metres Butterfly, Women",50968
1976 Summer Olympics,Swimming,"200 metres Butterfly, Women",47490
1976 Summer Olympics,Swimming,"400 metres Individual Medley, Women",45873
1976 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",45746
1976 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",45765
1980 Summer Olympics,Swimming,"100 metres Freestyle, Men",50412
1980 Summer Olympics,Swimming,"200 metres Freestyle, Men",45162
1980 Summer Olympics,Swimming,"400 metres Freestyle, Men",50908
1980 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",45250
1980 Summer Olympics,Swimming,"100 metres Backstroke, Men",50797
1980 Summer Olympics,Swimming,"200 metres Backstroke, Men",45228
1980 Summer Olympics,Swimming,"100 metres Breaststroke, Men",45196
1980 Summer Olympics,Swimming,"200 metres Breaststroke, Men",50859
1980 Summer Olympics,Swimming,"100 metres Butterfly, Men",46551
1980 Summer Olympics,Swimming,"200 metres Butterfly, Men",47606
1980 Summer Olympics,Swimming,"400 metres Individual Medley, Men",48252
1980 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",45633
1980 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",47328
1980 Summer Olympics,Swimming,"100 metres Freestyle, Women",47460
1980 Summer Olympics,Swimming,"200 metres Freestyle, Women",47528
1980 Summer Olympics,Swimming,"400 metres Freestyle, Women",47528
1980 Summer Olympics,Swimming,"800 metres Freestyle, Women",47461
1980 Summer Olympics,Swimming,"100 metres Backstroke, Women",47526
1980 Summer Olympics,Swimming,"200 metres Backstroke, Women",47550
1980 Summer Olympics,Swimming,"100 metres Breaststroke, Women",46291
1980 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50679
1980 Summer Olympics,Swimming,"100 metres Butterfly, Women",47488
1980 Summer Olympics,Swimming,"200 metres Butterfly, Women",45040
1980 Summer Olympics,Swimming,"400 metres Individual Medley, Women",49753
1980 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",49371
1980 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",50717
1984 Summer Olympics,Swimming,"100 metres Freestyle, Men",50412
1984 Summer Olympics,Swimming,"200 metres Freestyle, Men",47802
1984 Summer Olympics,Swimming,"400 metres Freestyle, Men",45237
1984 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",47890
1984 Summer Olympics,Swimming,"100 metres Backstroke, Men",46045
1984 Summer Olympics,Swimming,"200 metres Backstroke, Men",45962
1984 Summer Olympics,Swimming,"100 metres Breaststroke, Men",45196
1984 Summer Olympics,Swimming,"200 metres Breaststroke, Men",50163
1984 Summer Olympics,Swimming,"100 metres Butterfly, Men",45168
1984 Summer Olympics,Swimming,"200 metres Butterfly, Men",51674
1984 Summer Olympics,Swimming,"200 metres Individual Medley, Men",47233
1984 Summer Olympics,Swimming,"400 metres Individual Medley, Men",45318
1984 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",50350
1984 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47299
1984 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",45228
1984 Summer Olympics,Swimming,"100 metres Freestyle, Women",49422
1984 Summer Olympics,Swimming,"200 metres Freestyle, Women",49422
1984 Summer Olympics,Swimming,"400 metres Freestyle, Women",47002
1984 Summer Olympics,Swimming,"800 metres Freestyle, Women",47045
1984 Summer Olympics,Swimming,"100 metres Backstroke, Women",49319
1984 Summer Olympics,Swimming,"200 metres Backstroke, Women",49946
1984 Summer Olympics,Swimming,"100 metres Breaststroke, Women",46767
1984 Summer Olympics,Swimming,"200 metres Breaststroke, Women",45457
1984 Summer Olympics,Swimming,"100 metres Butterfly, Women",47745
1984 Summer Olympics,Swimming,"200 metres Butterfly, Women",47635
1984 Summer Olympics,Swimming,"200 metres Individual Medley, Women",45109
1984 Summer Olympics,Swimming,"400 metres Individual Medley, Women",47766
1984 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47768
1984 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",45862
1988 Summer Olympics,Swimming,"50 metres Freestyle, Men",50879
1988 Summer Olympics,Swimming,"100 metres Freestyle, Men",46816
1988 Summer Olympics,Swimming,"200 metres Freestyle, Men",51266
1988 Summer Olympics,Swimming,"400 metres Freestyle, Men",49812
1988 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",47565
1988 Summer Olympics,Swimming,"100 metres Backstroke, Men",50875
1988 Summer Olympics,Swimming,"200 metres Backstroke, Men",49633
1988 Summer Olympics,Swimming,"100 metres Breaststroke, Men",50926
1988 Summer Olympics,Swimming,"200 metres Breaststroke, Men",46549
1988 Summer Olympics,Swimming,"100 metres Butterfly, Men",47304
1988 Summer Olympics,Swimming,"200 metres Butterfly, Men",49640
1988 Summer Olympics,Swimming,"200 metres Individual Medley, Men",50815
1988 Summer Olympics,Swimming,"400 metres Individual Medley, Men",48472
1988 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",47580
1988 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47890
1988 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",50848
1988 Summer Olympics,Swimming,"50 metres Freestyle, Women",47503
1988 Summer Olympics,Swimming,"50 metres Freestyle, Women",51204
1988 Summer Olympics,Swimming,"100 metres Freestyle, Women",46766
1988 Summer Olympics,Swimming,"200 metres Freestyle, Women",47749
1988 Summer Olympics,Swimming,"400 metres Freestyle, Women",47506
1988 Summer Olympics,Swimming,"800 metres Freestyle, Women",45086
1988 Summer Olympics,Swimming,"100 metres Backstroke, Women",47539
1988 Summer Olympics,Swimming,"200 metres Backstroke, Women",47539
1988 Summer Olympics,Swimming,"100 metres Breaststroke, Women",47482
1988 Summer Olympics,Swimming,"200 metres Breaststroke, Women",45702
1988 Summer Olympics,Swimming,"100 metres Butterfly, Women",46100
1988 Summer Olympics,Swimming,"200 metres Butterfly, Women",51118
1988 Summer Olympics,Swimming,"200 metres Individual Medley, Women",49940
1988 Summer Olympics,Swimming,"400 metres Individual Medley, Women",47675
1988 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",51088
1988 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",45849
1992 Summer Olympics,Swimming,"50 metres Freestyle, Men",51417
1992 Summer Olympics,Swimming,"100 metres Freestyle, Men",46816
1992 Summer Olympics,Swimming,"200 metres Freestyle, Men",46641
1992 Summer Olympics,Swimming,"400 metres Freestyle, Men",50401
1992 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",47836
1992 Summer Olympics,Swimming,"100 metres Backstroke, Men",51264
1992 Summer Olympics,Swimming,"200 metres Backstroke, Men",48472
1992 Summer Olympics,Swimming,"100 metres Breaststroke, Men",45278
1992 Summer Olympics,Swimming,"200 metres Breaststroke, Men",47268
1992 Summer Olympics,Swimming,"100 metres Butterfly, Men",50206
1992 Summer Olympics,Swimming,"200 metres Butterfly, Men",46841
1992 Summer Olympics,Swimming,"200 metres Individual Medley, Men",48167
1992 Summer Olympics,Swimming,"400 metres Individual Medley, Men",48576
1992 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",47955
1992 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",51578
1992 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",45928
1992 Summer Olympics,Swimming,"50 metres Freestyle, Women",51110
1992 Summer Olympics,Swimming,"100 metres Freestyle, Women",47755
1992 Summer Olympics,Swimming,"200 metres Freestyle, Women",47686
1992 Summer Olympics,Swimming,"400 metres Freestyle, Women",45075
1992 Summer Olympics,Swimming,"800 metres Freestyle, Women",47669
1992 Summer Olympics,Swimming,"100 metres Backstroke, Women",51103
1992 Summer Olympics,Swimming,"200 metres Backstroke, Women",45078
1992 Summer Olympics,Swimming,"100 metres Breaststroke, Women",45115
1992 Summer Olympics,Swimming,"200 metres Breaststroke, Women",51136
1992 Summer Olympics,Swimming,"100 metres Butterfly, Women",46766
1992 Summer Olympics,Swimming,"200 metres Butterfly, Women",45105
1992 Summer Olympics,Swimming,"200 metres Individual Medley, Women",47675
1992 Summer Olympics,Swimming,"400 metres Individual Medley, Women",51177
1992 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47714
1992 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",45559
1996 Summer Olympics,Swimming,"50 metres Freestyle, Men",45685
1996 Summer Olympics,Swimming,"100 metres Freestyle, Men",45612
1996 Summer Olympics,Swimming,"200 metres Freestyle, Men",45232
1996 Summer Olympics,Swimming,"400 metres Freestyle, Men",45232
1996 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",47394
1996 Summer Olympics,Swimming,"100 metres Backstroke, Men",46219
1996 Summer Olympics,Swimming,"200 metres Backstroke, Men",48547
1996 Summer Olympics,Swimming,"100 metres Breaststroke, Men",47942
1996 Summer Olympics,Swimming,"200 metres Breaststroke, Men",50052
1996 Summer Olympics,Swimming,"100 metres Butterfly, Men",50053
1996 Summer Olympics,Swimming,"200 metres Butterfly, Men",45207
1996 Summer Olympics,Swimming,"200 metres Individual Medley, Men",45997
1996 Summer Olympics,Swimming,"400 metres Individual Medley, Men",45997
1996 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",47933
1996 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",47846
1996 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",45191
1996 Summer Olympics,Swimming,"50 metres Freestyle, Women",47757
1996 Summer Olympics,Swimming,"100 metres Freestyle, Women",51110
1996 Summer Olympics,Swimming,"200 metres Freestyle, Women",47665
1996 Summer Olympics,Swimming,"400 metres Freestyle, Women",49424
1996 Summer Olympics,Swimming,"800 metres Freestyle, Women",49424
1996 Summer Olympics,Swimming,"100 metres Backstroke, Women",49978
1996 Summer Olympics,Swimming,"200 metres Backstroke, Women",47728
1996 Summer Olympics,Swimming,"100 metres Breaststroke, Women",45115
1996 Summer Olympics,Swimming,"200 metres Breaststroke, Women",48114
1996 Summer Olympics,Swimming,"100 metres Butterfly, Women",51110
1996 Summer Olympics,Swimming,"200 metres Butterfly, Women",48302
1996 Summer Olympics,Swimming,"200 metres Individual Medley, Women",46089
1996 Summer Olympics,Swimming,"400 metres Individual Medley, Women",48094
1996 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",47656
1996 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Women",45064
1996 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",46064
2000 Summer Olympics,Swimming,"50 metres Freestyle, Men",49500
2000 Summer Olympics,Swimming,"100 metres Freestyle, Men",51378
2000 Summer Olympics,Swimming,"200 metres Freestyle, Men",48575
2000 Summer Olympics,Swimming,"400 metres Freestyle, Men",93855
2000 Summer Olympics,Swimming,"1,500 metres Freestyle, Men",93863
2000 Summer Olympics,Swimming,"100 metres Backstroke, Men",47932
2000 Summer Olympics,Swimming,"200 metres Backstroke, Men",93284
2000 Summer Olympics,Swimming,"100 metres Breaststroke, Men",93750
2000 Summer Olympics,Swimming,"200 metres Breaststroke, Men",93564
2000 Summer Olympics,Swimming,"100 metres Butterfly, Men",93268
2000 Summer Olympics,Swimming,"200 metres Butterfly, Men",93271
2000 Summer Olympics,Swimming,"200 metres Individual Medley, Men",93866
2000 Summer Olympics,Swimming,"400 metres Individual Medley, Men",45997
2000 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Men",45612
2000 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Men",49518
2000 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Men",93485
2000 Summer Olympics,Swimming,"50 metres Freestyle, Women",51218
2000 Summer Olympics,Swimming,"100 metres Freestyle, Women",51217
2000 Summer Olympics,Swimming,"200 metres Freestyle, Women",46200
2000 Summer Olympics,Swimming,"400 metres Freestyle, Women",46200
2000 Summer Olympics,Swimming,"800 metres Freestyle, Women",94022
2000 Summer Olympics,Swimming,"100 metres Backstroke, Women",50700
2000 Summer Olympics,Swimming,"200 metres Backstroke, Women",48679
2000 Summer Olympics,Swimming,"100 metres Breaststroke, Women",49977
2000 Summer Olympics,Swimming,"200 metres Breaststroke, Women",50962
2000 Summer Olympics,Swimming,"100 metres Butterfly, Women",51218
2000 Summer Olympics,Swimming,"200 metres Butterfly, Women",45299
2000 Summer Olympics,Swimming,"200 metres Individual Medley, Women",51215
2000 Summer Olympics,Swimming,"400 metres Individual Medley, Women",49930
2000 Summer Olympics,Swimming,"4 × 100 metres Freestyle Relay, Women",93790
2000 Summer Olympics,Swimming,"4 × 200 metres Freestyle Relay, Women",93488
2000 Summer Olympics,Swimming,"4 × 100 metres Medley Relay, Women",93578
2004 Summer Olympics,Swimming,"50 metres Freestyle, Men",93731
2004 Summer Olympics,Swimming,"100 metres Freestyle, Men",93280
2004 Summer Olympics,Swimming,"200 metres Freestyle, Men",93860
